subject,dataset,type,laser_power,rating,latency,epoch,urevent,code,duration
sub-223,ds005280,S 32,3.0,5.0,31001,11,46,Stimulus,1
sub-223,ds005280,S 33,3.5,3.0,34001,12,47,Stimulus,1
sub-223,ds005280,S 32,3.0,2.0,37001,13,53,Stimulus,1
sub-223,ds005280,S 33,3.5,3.0,40001,14,55,Stimulus,1
sub-223,ds005280,S 32,3.0,3.0,43001,15,64,Stimulus,1
sub-223,ds005280,S 32,3.0,3.0,46001,16,67,Stimulus,1
sub-223,ds005280,S 33,3.5,5.0,49001,17,71,Stimulus,1
sub-223,ds005280,S 33,3.5,3.0,52001,18,76,Stimulus,1
sub-223,ds005280,S 32,3.0,4.0,55001,19,81,Stimulus,1
sub-223,ds005280,S 33,3.5,4.0,58001,20,82,Stimulus,1
sub-223,ds005280,S 32,3.0,3.0,61001,21,104,Stimulus,1
sub-223,ds005280,S 33,3.5,3.0,64001,22,109,Stimulus,1
sub-223,ds005280,S 32,3.0,2.0,67001,23,110,Stimulus,1
sub-001,ds005473,S 36,3.0,4.0,1001,1,2,Stimulus,1
sub-001,ds005473,S 22,1.5,2.0,4001,2,3,Stimulus,1
sub-001,ds005473,S 44,4.0,7.0,7001,3,4,Stimulus,1
sub-001,ds005473,S 24,1.75,4.0,10001,4,5,Stimulus,1
sub-001,ds005473,S 40,3.5,4.5,13001,5,6,Stimulus,1
sub-001,ds005473,S 24,1.75,4.3,16001,6,7,Stimulus,1
sub-001,ds005473,S 34,2.75,4.7,19001,7,8,Stimulus,1
sub-001,ds005473,S 24,1.75,3.8,22001,8,9,Stimulus,1
sub-001,ds005473,S 44,4.0,8.0,25001,9,10,Stimulus,1
sub-001,ds005473,S 28,2.25,5.0,28001,10,11,Stimulus,1
sub-001,ds005473,S 38,3.25,4.8,31001,11,12,Stimulus,1
sub-001,ds005473,S 26,2.0,4.2,34001,12,13,Stimulus,1
sub-001,ds005473,S 44,4.0,6.0,37001,13,14,Stimulus,1
sub-001,ds005473,S 30,2.5,4.0,40001,14,15,Stimulus,1
sub-001,ds005473,S 40,3.5,4.5,43001,15,16,Stimulus,1
sub-001,ds005473,S 20,1.25,0.0,46001,16,17,Stimulus,1
sub-001,ds005473,S 36,3.0,4.5,49001,17,18,Stimulus,1
sub-001,ds005473,S 26,2.0,4.0,52001,18,19,Stimulus,1
sub-001,ds005473,S 30,2.5,4.0,55001,19,20,Stimulus,1
sub-001,ds005473,S 42,3.75,8.0,58001,20,21,Stimulus,1
sub-001,ds005473,S 24,1.75,4.0,61001,21,22,Stimulus,1
sub-001,ds005473,S 38,3.25,3.7,64001,22,23,Stimulus,1
sub-001,ds005473,S 28,2.25,4.0,67001,23,24,Stimulus,1
sub-001,ds005473,S 20,1.25,3.8,70001,24,25,Stimulus,1
sub-001,ds005473,S 38,3.25,5.0,73001,25,26,Stimulus,1
sub-001,ds005473,S 26,2.0,3.0,76001,26,27,Stimulus,1
sub-001,ds005473,S 40,3.5,5.5,79001,27,28,Stimulus,1
sub-001,ds005473,S 20,1.25,3.5,82001,28,29,Stimulus,1
sub-001,ds005473,S 38,3.25,4.8,85001,29,30,Stimulus,1
sub-001,ds005473,S 18,1.0,1.5,88001,30,31,Stimulus,1
sub-001,ds005473,S 42,3.75,5.0,91001,31,32,Stimulus,1
sub-001,ds005473,S 22,1.5,3.5,94001,32,33,Stimulus,1
sub-001,ds005473,S 34,2.75,5.0,97001,33,34,Stimulus,1
sub-001,ds005473,S 18,1.0,0.0,100001,34,35,Stimulus,1
sub-001,ds005473,S 44,4.0,6.0,103001,35,36,Stimulus,1
sub-001,ds005473,S 22,1.5,3.0,106001,36,37,Stimulus,1
sub-001,ds005473,S 36,3.0,1.5,109001,37,38,Stimulus,1
sub-001,ds005473,S 18,1.0,2.5,112001,38,39,Stimulus,1
sub-001,ds005473,S 34,2.75,5.0,115001,39,40,Stimulus,1
sub-001,ds005473,S 24,1.75,4.0,118001,40,41,Stimulus,1
sub-001,ds005473,S 28,2.25,3.8,121001,41,42,Stimulus,1
sub-001,ds005473,S 42,3.75,4.5,124001,42,43,Stimulus,1
sub-001,ds005473,S 20,1.25,3.0,127001,43,44,Stimulus,1
sub-001,ds005473,S 40,3.5,4.0,130001,44,45,Stimulus,1
sub-001,ds005473,S 26,2.0,4.2,133001,45,46,Stimulus,1
sub-001,ds005473,S 22,1.5,3.9,136001,46,47,Stimulus,1
sub-001,ds005473,S 42,3.75,5.0,139001,47,48,Stimulus,1
sub-001,ds005473,S 28,2.25,0.0,142001,48,49,Stimulus,1
sub-001,ds005473,S 40,3.5,6.0,145001,49,50,Stimulus,1
sub-001,ds005473,S 20,1.25,3.0,148001,50,51,Stimulus,1
sub-001,ds005473,S 38,3.25,5.0,151001,51,52,Stimulus,1
sub-001,ds005473,S 30,2.5,4.5,154001,52,53,Stimulus,1
sub-001,ds005473,S 34,2.75,4.5,157001,53,54,Stimulus,1
sub-001,ds005473,S 18,1.0,0.0,160001,54,55,Stimulus,1
sub-001,ds005473,S 42,3.75,6.5,163001,55,56,Stimulus,1
sub-001,ds005473,S 26,2.0,1.5,166001,56,57,Stimulus,1
sub-001,ds005473,S 36,3.0,4.0,169001,57,58,Stimulus,1
sub-001,ds005473,S 22,1.5,3.5,172001,58,59,Stimulus,1
sub-001,ds005473,S 18,1.0,2.0,175001,59,60,Stimulus,1
sub-001,ds005473,S 44,4.0,7.0,178001,60,61,Stimulus,1
sub-001,ds005473,S 34,2.75,4.5,181001,61,62,Stimulus,1
sub-001,ds005473,S 30,2.5,3.8,184001,62,63,Stimulus,1
sub-001,ds005473,S 28,2.25,3.5,187001,63,65,Stimulus,1
sub-001,ds005473,S 36,3.0,5.5,190001,64,66,Stimulus,1
sub-001,ds005473,S 36,3.0,4.5,193001,65,69,Stimulus,1
sub-001,ds005473,S 30,2.5,4.3,196001,66,70,Stimulus,1
sub-001,ds005473,S 44,4.0,6.5,199001,67,71,Stimulus,1
sub-001,ds005473,S 26,2.0,4.1,202001,68,72,Stimulus,1
sub-001,ds005473,S 38,3.25,5.0,205001,69,73,Stimulus,1
sub-001,ds005473,S 28,2.25,4.2,208001,70,74,Stimulus,1
sub-001,ds005473,S 42,3.75,6.7,211001,71,75,Stimulus,1
sub-001,ds005473,S 20,1.25,3.8,214001,72,76,Stimulus,1
sub-001,ds005473,S 40,3.5,5.5,217001,73,77,Stimulus,1
sub-001,ds005473,S 22,1.5,3.9,220001,74,78,Stimulus,1
sub-001,ds005473,S 28,2.25,3.8,223001,75,79,Stimulus,1
sub-001,ds005473,S 42,3.75,6.0,226001,76,80,Stimulus,1
sub-001,ds005473,S 20,1.25,2.0,229001,77,81,Stimulus,1
sub-001,ds005473,S 34,2.75,5.5,232001,78,83,Stimulus,1
sub-001,ds005473,S 22,1.5,4.0,235001,79,84,Stimulus,1
sub-001,ds005473,S 36,3.0,4.5,238001,80,85,Stimulus,1
sub-001,ds005473,S 30,2.5,4.6,241001,81,86,Stimulus,1
sub-001,ds005473,S 38,3.25,4.7,244001,82,87,Stimulus,1
sub-001,ds005473,S 30,2.5,4.0,247001,83,88,Stimulus,1
sub-001,ds005473,S 42,3.75,6.5,250001,84,89,Stimulus,1
sub-001,ds005473,S 26,2.0,4.0,253001,85,90,Stimulus,1
sub-001,ds005473,S 40,3.5,5.5,256001,86,91,Stimulus,1
sub-001,ds005473,S 30,2.5,5.0,259001,87,92,Stimulus,1
sub-001,ds005473,S 46,4.25,6.5,262001,88,93,Stimulus,1
sub-001,ds005473,S 30,2.5,5.0,265001,89,94,Stimulus,1
sub-001,ds005473,S 34,2.75,4.2,268001,90,95,Stimulus,1
sub-001,ds005473,S 18,1.0,1.0,271001,91,96,Stimulus,1
sub-001,ds005473,S 24,1.75,4.0,274001,92,98,Stimulus,1
sub-001,ds005473,S 38,3.25,4.5,277001,93,99,Stimulus,1
sub-001,ds005473,S 34,2.75,4.7,280001,94,100,Stimulus,1
sub-001,ds005473,S 24,1.75,3.8,283001,95,101,Stimulus,1
sub-001,ds005473,S 44,4.0,6.0,286001,96,102,Stimulus,1
sub-001,ds005473,S 24,1.75,4.0,289001,97,103,Stimulus,1
sub-001,ds005473,S 38,3.25,4.5,292001,98,104,Stimulus,1
sub-001,ds005473,S 18,1.0,3.0,295001,99,105,Stimulus,1
sub-001,ds005473,S 40,3.5,4.8,298001,100,106,Stimulus,1
sub-001,ds005473,S 26,2.0,4.0,301001,101,107,Stimulus,1
sub-001,ds005473,S 38,3.25,4.3,304001,102,108,Stimulus,1
sub-001,ds005473,S 28,2.25,3.0,307001,103,109,Stimulus,1
sub-001,ds005473,S 42,3.75,6.0,310001,104,110,Stimulus,1
sub-001,ds005473,S 22,1.5,3.9,313001,105,111,Stimulus,1
sub-001,ds005473,S 34,2.75,4.1,316001,106,112,Stimulus,1
sub-001,ds005473,S 26,2.0,4.0,319001,107,113,Stimulus,1
sub-001,ds005473,S 28,2.25,3.8,322001,108,114,Stimulus,1
sub-001,ds005473,S 46,4.25,7.0,325001,109,115,Stimulus,1
sub-001,ds005473,S 40,3.5,7.5,328001,110,116,Stimulus,1
sub-001,ds005473,S 28,2.25,4.0,331001,111,117,Stimulus,1
sub-001,ds005473,S 40,3.5,5.0,334001,112,118,Stimulus,1
sub-001,ds005473,S 20,1.25,2.5,337001,113,119,Stimulus,1
sub-001,ds005473,S 46,4.25,8.0,340001,114,120,Stimulus,1
sub-001,ds005473,S 20,1.25,3.5,343001,115,121,Stimulus,1
sub-001,ds005473,S 36,3.0,4.7,346001,116,122,Stimulus,1
sub-001,ds005473,S 24,1.75,0.0,349001,117,123,Stimulus,1
sub-001,ds005473,S 18,1.0,3.0,352001,118,124,Stimulus,1
sub-001,ds005473,S 42,3.75,6.5,355001,119,125,Stimulus,1
sub-001,ds005473,S 24,1.75,0.0,358001,120,126,Stimulus,1
sub-001,ds005473,S 34,2.75,4.0,361001,121,127,Stimulus,1
sub-001,ds005473,S 20,1.25,3.0,364001,122,128,Stimulus,1
sub-001,ds005473,S 44,4.0,6.8,367001,123,129,Stimulus,1
sub-001,ds005473,S 22,1.5,4.2,370001,124,130,Stimulus,1
sub-001,ds005473,S 36,3.0,4.5,373001,125,131,Stimulus,1
sub-001,ds005473,S 22,1.5,3.0,376001,126,132,Stimulus,1
sub-001,ds005473,S 46,4.25,7.0,379001,127,133,Stimulus,1
sub-001,ds005473,S 18,1.0,2.0,382001,128,134,Stimulus,1
sub-001,ds005473,S 36,3.0,4.7,385001,129,135,Stimulus,1
sub-001,ds005473,S 18,1.0,0.0,388001,130,136,Stimulus,1
sub-001,ds005473,S 26,2.0,3.5,391001,131,137,Stimulus,1
sub-001,ds005473,S 44,4.0,5.6,394001,132,138,Stimulus,1
sub-002,ds005473,S 36,3.0,6.0,1001,1,2,Stimulus,1
sub-002,ds005473,S 30,2.5,4.0,4001,2,3,Stimulus,1
sub-002,ds005473,S 26,2.0,3.5,7001,3,4,Stimulus,1
sub-002,ds005473,S 38,3.25,6.5,10001,4,5,Stimulus,1
sub-002,ds005473,S 28,2.25,3.0,13001,5,6,Stimulus,1
sub-002,ds005473,S 20,1.25,2.0,16001,6,7,Stimulus,1
sub-002,ds005473,S 40,3.5,6.5,19001,7,8,Stimulus,1
sub-002,ds005473,S 22,1.5,1.5,22001,8,9,Stimulus,1
sub-002,ds005473,S 28,2.25,4.0,25001,9,10,Stimulus,1
sub-002,ds005473,S 42,3.75,7.0,28001,10,11,Stimulus,1
sub-002,ds005473,S 20,1.25,1.0,31001,11,12,Stimulus,1
sub-002,ds005473,S 34,2.75,5.0,34001,12,13,Stimulus,1
sub-002,ds005473,S 22,1.5,1.0,37001,13,14,Stimulus,1
sub-002,ds005473,S 36,3.0,6.5,40001,14,15,Stimulus,1
sub-002,ds005473,S 30,2.5,4.0,43001,15,16,Stimulus,1
sub-002,ds005473,S 38,3.25,7.5,46001,16,17,Stimulus,1
sub-002,ds005473,S 30,2.5,5.0,49001,17,18,Stimulus,1
sub-002,ds005473,S 42,3.75,8.0,52001,18,19,Stimulus,1
sub-002,ds005473,S 26,2.0,4.0,55001,19,20,Stimulus,1
sub-002,ds005473,S 40,3.5,7.0,58001,20,21,Stimulus,1
sub-002,ds005473,S 30,2.5,5.5,61001,21,22,Stimulus,1
sub-002,ds005473,S 18,1.0,2.0,64001,22,23,Stimulus,1
sub-002,ds005473,S 30,2.5,4.0,67001,23,24,Stimulus,1
sub-002,ds005473,S 34,2.75,5.5,70001,24,25,Stimulus,1
sub-002,ds005473,S 24,1.75,2.0,73001,25,26,Stimulus,1
sub-002,ds005473,S 38,3.25,6.0,76001,26,27,Stimulus,1
sub-002,ds005473,S 24,1.75,1.0,79001,27,28,Stimulus,1
sub-002,ds005473,S 34,2.75,5.5,82001,28,29,Stimulus,1
sub-002,ds005473,S 24,1.75,2.0,85001,29,30,Stimulus,1
sub-002,ds005473,S 38,3.25,6.0,88001,30,31,Stimulus,1
sub-002,ds005473,S 18,1.0,1.0,91001,31,32,Stimulus,1
sub-002,ds005473,S 40,3.5,6.5,94001,32,33,Stimulus,1
sub-002,ds005473,S 26,2.0,3.5,97001,33,34,Stimulus,1
sub-002,ds005473,S 38,3.25,7.0,100001,34,35,Stimulus,1
sub-002,ds005473,S 28,2.25,4.5,103001,35,36,Stimulus,1
sub-002,ds005473,S 42,3.75,7.5,106001,36,37,Stimulus,1
sub-002,ds005473,S 22,1.5,2.0,109001,37,38,Stimulus,1
sub-002,ds005473,S 34,2.75,5.5,112001,38,39,Stimulus,1
sub-002,ds005473,S 26,2.0,4.0,115001,39,40,Stimulus,1
sub-002,ds005473,S 28,2.25,5.0,118001,40,41,Stimulus,1
sub-002,ds005473,S 40,3.5,7.5,121001,41,42,Stimulus,1
sub-002,ds005473,S 28,2.25,3.5,124001,42,43,Stimulus,1
sub-002,ds005473,S 40,3.5,6.0,127001,43,44,Stimulus,1
sub-002,ds005473,S 20,1.25,1.0,130001,44,45,Stimulus,1
sub-002,ds005473,S 20,1.25,2.5,133001,45,46,Stimulus,1
sub-002,ds005473,S 36,3.0,5.5,136001,46,47,Stimulus,1
sub-002,ds005473,S 24,1.75,3.0,139001,47,48,Stimulus,1
sub-002,ds005473,S 18,1.0,2.0,142001,48,49,Stimulus,1
sub-002,ds005473,S 42,3.75,7.0,145001,49,50,Stimulus,1
sub-002,ds005473,S 24,1.75,1.0,148001,50,51,Stimulus,1
sub-002,ds005473,S 34,2.75,4.5,151001,51,52,Stimulus,1
sub-002,ds005473,S 20,1.25,3.0,154001,52,53,Stimulus,1
sub-002,ds005473,S 22,1.5,3.5,157001,53,54,Stimulus,1
sub-002,ds005473,S 36,3.0,7.0,160001,54,55,Stimulus,1
sub-002,ds005473,S 22,1.5,4.0,163001,55,56,Stimulus,1
sub-002,ds005473,S 18,1.0,1.0,166001,56,57,Stimulus,1
sub-002,ds005473,S 18,1.0,1.0,169001,57,59,Stimulus,1
sub-002,ds005473,S 26,2.0,5.0,172001,58,61,Stimulus,1
sub-002,ds005473,S 36,3.0,3.0,175001,59,64,Stimulus,1
sub-002,ds005473,S 22,1.5,1.5,178001,60,65,Stimulus,1
sub-002,ds005473,S 44,4.0,6.0,181001,61,66,Stimulus,1
sub-002,ds005473,S 24,1.75,4.0,184001,62,67,Stimulus,1
sub-002,ds005473,S 40,3.5,6.5,187001,63,68,Stimulus,1
sub-002,ds005473,S 24,1.75,3.5,190001,64,69,Stimulus,1
sub-002,ds005473,S 34,2.75,4.0,193001,65,70,Stimulus,1
sub-002,ds005473,S 24,1.75,2.0,196001,66,71,Stimulus,1
sub-002,ds005473,S 44,4.0,7.0,199001,67,72,Stimulus,1
sub-002,ds005473,S 28,2.25,4.0,202001,68,73,Stimulus,1
sub-002,ds005473,S 38,3.25,5.0,205001,69,74,Stimulus,1
sub-002,ds005473,S 26,2.0,3.5,208001,70,75,Stimulus,1
sub-002,ds005473,S 44,4.0,7.0,211001,71,76,Stimulus,1
sub-002,ds005473,S 30,2.5,4.0,214001,72,77,Stimulus,1
sub-002,ds005473,S 40,3.5,7.0,217001,73,78,Stimulus,1
sub-002,ds005473,S 20,1.25,3.5,220001,74,79,Stimulus,1
sub-002,ds005473,S 36,3.0,6.0,223001,75,80,Stimulus,1
sub-002,ds005473,S 26,2.0,4.0,226001,76,81,Stimulus,1
sub-002,ds005473,S 30,2.5,4.0,229001,77,82,Stimulus,1
sub-002,ds005473,S 42,3.75,7.0,232001,78,83,Stimulus,1
sub-002,ds005473,S 24,1.75,4.0,235001,79,84,Stimulus,1
sub-002,ds005473,S 38,3.25,6.5,238001,80,85,Stimulus,1
sub-002,ds005473,S 28,2.25,4.0,241001,81,86,Stimulus,1
sub-002,ds005473,S 20,1.25,3.0,244001,82,87,Stimulus,1
sub-002,ds005473,S 38,3.25,5.5,247001,83,88,Stimulus,1
sub-002,ds005473,S 26,2.0,2.5,250001,84,89,Stimulus,1
sub-002,ds005473,S 40,3.5,7.0,253001,85,90,Stimulus,1
sub-002,ds005473,S 20,1.25,1.0,256001,86,91,Stimulus,1
sub-002,ds005473,S 38,3.25,6.0,259001,87,92,Stimulus,1
sub-002,ds005473,S 18,1.0,2.0,262001,88,93,Stimulus,1
sub-002,ds005473,S 42,3.75,6.5,265001,89,94,Stimulus,1
sub-002,ds005473,S 22,1.5,1.0,268001,90,95,Stimulus,1
sub-002,ds005473,S 34,2.75,5.0,271001,91,96,Stimulus,1
sub-002,ds005473,S 18,1.0,2.0,274001,92,97,Stimulus,1
sub-002,ds005473,S 44,4.0,7.5,277001,93,98,Stimulus,1
sub-002,ds005473,S 22,1.5,1.0,280001,94,99,Stimulus,1
sub-002,ds005473,S 36,3.0,5.0,283001,95,100,Stimulus,1
sub-002,ds005473,S 18,1.0,1.0,286001,96,101,Stimulus,1
sub-002,ds005473,S 34,2.75,4.5,289001,97,102,Stimulus,1
sub-002,ds005473,S 24,1.75,2.0,292001,98,103,Stimulus,1
sub-002,ds005473,S 28,2.25,4.5,295001,99,104,Stimulus,1
sub-002,ds005473,S 42,3.75,7.5,298001,100,105,Stimulus,1
sub-002,ds005473,S 20,1.25,1.0,301001,101,106,Stimulus,1
sub-002,ds005473,S 40,3.5,6.5,304001,102,107,Stimulus,1
sub-002,ds005473,S 26,2.0,4.0,307001,103,108,Stimulus,1
sub-002,ds005473,S 22,1.5,3.0,310001,104,109,Stimulus,1
sub-002,ds005473,S 42,3.75,7.0,313001,105,110,Stimulus,1
sub-002,ds005473,S 28,2.25,4.0,316001,106,111,Stimulus,1
sub-002,ds005473,S 40,3.5,5.5,319001,107,112,Stimulus,1
sub-002,ds005473,S 20,1.25,3.0,322001,108,113,Stimulus,1
sub-002,ds005473,S 38,3.25,6.0,325001,109,114,Stimulus,1
sub-002,ds005473,S 30,2.5,4.5,328001,110,115,Stimulus,1
sub-002,ds005473,S 34,2.75,4.0,331001,111,116,Stimulus,1
sub-002,ds005473,S 18,1.0,1.5,334001,112,117,Stimulus,1
sub-002,ds005473,S 42,3.75,5.0,337001,113,118,Stimulus,1
sub-002,ds005473,S 26,2.0,3.5,340001,114,119,Stimulus,1
sub-002,ds005473,S 36,3.0,5.0,343001,115,120,Stimulus,1
sub-002,ds005473,S 22,1.5,2.5,346001,116,121,Stimulus,1
sub-002,ds005473,S 18,1.0,2.0,349001,117,122,Stimulus,1
sub-002,ds005473,S 44,4.0,7.0,352001,118,123,Stimulus,1
sub-002,ds005473,S 34,2.75,4.0,355001,119,124,Stimulus,1
sub-002,ds005473,S 30,2.5,4.0,358001,120,125,Stimulus,1
sub-002,ds005473,S 30,2.5,4.5,361001,121,126,Stimulus,1
sub-002,ds005473,S 28,2.25,4.0,364001,122,127,Stimulus,1
sub-002,ds005473,S 36,3.0,6.0,367001,123,128,Stimulus,1
sub-003,ds005473,S 36,3.0,8.0,1001,1,2,Stimulus,1
sub-003,ds005473,S 22,1.5,6.0,4001,2,3,Stimulus,1
sub-003,ds005473,S 44,4.0,9.0,7001,3,4,Stimulus,1
sub-003,ds005473,S 24,1.75,4.0,10001,4,5,Stimulus,1
sub-003,ds005473,S 40,3.5,9.0,13001,5,6,Stimulus,1
sub-003,ds005473,S 24,1.75,3.0,16001,6,7,Stimulus,1
sub-003,ds005473,S 34,2.75,6.0,19001,7,8,Stimulus,1
sub-003,ds005473,S 24,1.75,5.0,22001,8,9,Stimulus,1
sub-003,ds005473,S 44,4.0,9.0,25001,9,10,Stimulus,1
sub-003,ds005473,S 28,2.25,8.0,28001,10,11,Stimulus,1
sub-003,ds005473,S 38,3.25,8.0,31001,11,12,Stimulus,1
sub-003,ds005473,S 26,2.0,7.0,34001,12,13,Stimulus,1
sub-003,ds005473,S 44,4.0,9.0,37001,13,14,Stimulus,1
sub-003,ds005473,S 30,2.5,7.0,40001,14,15,Stimulus,1
sub-003,ds005473,S 40,3.5,8.0,43001,15,16,Stimulus,1
sub-003,ds005473,S 20,1.25,6.0,46001,16,17,Stimulus,1
sub-003,ds005473,S 36,3.0,5.0,49001,17,18,Stimulus,1
sub-003,ds005473,S 26,2.0,5.0,52001,18,19,Stimulus,1
sub-003,ds005473,S 30,2.5,5.0,55001,19,20,Stimulus,1
sub-003,ds005473,S 42,3.75,10.0,58001,20,21,Stimulus,1
sub-003,ds005473,S 24,1.75,6.0,61001,21,22,Stimulus,1
sub-003,ds005473,S 38,3.25,9.0,64001,22,23,Stimulus,1
sub-003,ds005473,S 28,2.25,3.0,67001,23,24,Stimulus,1
sub-003,ds005473,S 20,1.25,4.0,70001,24,25,Stimulus,1
sub-003,ds005473,S 38,3.25,8.0,73001,25,26,Stimulus,1
sub-003,ds005473,S 26,2.0,6.0,76001,26,27,Stimulus,1
sub-003,ds005473,S 40,3.5,9.0,79001,27,28,Stimulus,1
sub-003,ds005473,S 20,1.25,7.0,82001,28,29,Stimulus,1
sub-003,ds005473,S 38,3.25,8.0,85001,29,30,Stimulus,1
sub-003,ds005473,S 18,1.0,5.0,88001,30,31,Stimulus,1
sub-003,ds005473,S 42,3.75,9.0,91001,31,32,Stimulus,1
sub-003,ds005473,S 22,1.5,8.0,94001,32,33,Stimulus,1
sub-003,ds005473,S 34,2.75,9.0,97001,33,34,Stimulus,1
sub-003,ds005473,S 18,1.0,2.0,100001,34,35,Stimulus,1
sub-003,ds005473,S 44,4.0,10.0,103001,35,36,Stimulus,1
sub-003,ds005473,S 22,1.5,6.0,106001,36,37,Stimulus,1
sub-003,ds005473,S 36,3.0,8.0,109001,37,38,Stimulus,1
sub-003,ds005473,S 18,1.0,2.0,112001,38,39,Stimulus,1
sub-003,ds005473,S 34,2.75,5.0,115001,39,40,Stimulus,1
sub-003,ds005473,S 24,1.75,5.0,118001,40,41,Stimulus,1
sub-003,ds005473,S 28,2.25,7.0,121001,41,42,Stimulus,1
sub-003,ds005473,S 42,3.75,10.0,124001,42,43,Stimulus,1
sub-003,ds005473,S 20,1.25,5.0,127001,43,44,Stimulus,1
sub-003,ds005473,S 40,3.5,9.0,130001,44,45,Stimulus,1
sub-003,ds005473,S 26,2.0,7.0,133001,45,46,Stimulus,1
sub-003,ds005473,S 22,1.5,0.0,136001,46,47,Stimulus,1
sub-003,ds005473,S 42,3.75,8.0,139001,47,48,Stimulus,1
sub-003,ds005473,S 28,2.25,7.0,142001,48,49,Stimulus,1
sub-003,ds005473,S 40,3.5,9.0,145001,49,50,Stimulus,1
sub-003,ds005473,S 20,1.25,0.0,148001,50,51,Stimulus,1
sub-003,ds005473,S 38,3.25,9.0,151001,51,52,Stimulus,1
sub-003,ds005473,S 30,2.5,8.0,154001,52,53,Stimulus,1
sub-003,ds005473,S 34,2.75,8.0,157001,53,54,Stimulus,1
sub-003,ds005473,S 18,1.0,8.0,160001,54,55,Stimulus,1
sub-003,ds005473,S 42,3.75,10.0,163001,55,56,Stimulus,1
sub-003,ds005473,S 26,2.0,6.0,166001,56,57,Stimulus,1
sub-003,ds005473,S 36,3.0,9.0,169001,57,58,Stimulus,1
sub-003,ds005473,S 22,1.5,5.0,172001,58,59,Stimulus,1
sub-003,ds005473,S 18,1.0,2.0,175001,59,60,Stimulus,1
sub-003,ds005473,S 44,4.0,10.0,178001,60,61,Stimulus,1
sub-003,ds005473,S 34,2.75,7.0,181001,61,62,Stimulus,1
sub-003,ds005473,S 30,2.5,9.0,184001,62,63,Stimulus,1
sub-003,ds005473,S 30,2.5,9.0,187001,63,64,Stimulus,1
sub-003,ds005473,S 28,2.25,8.0,190001,64,65,Stimulus,1
sub-003,ds005473,S 36,3.0,9.0,193001,65,66,Stimulus,1
sub-003,ds005473,S 36,3.0,8.0,196001,66,69,Stimulus,1
sub-003,ds005473,S 22,1.5,5.0,199001,67,70,Stimulus,1
sub-003,ds005473,S 44,4.0,10.0,202001,68,71,Stimulus,1
sub-003,ds005473,S 24,1.75,7.0,205001,69,72,Stimulus,1
sub-003,ds005473,S 40,3.5,10.0,208001,70,73,Stimulus,1
sub-003,ds005473,S 24,1.75,4.0,211001,71,74,Stimulus,1
sub-003,ds005473,S 34,2.75,8.0,214001,72,75,Stimulus,1
sub-003,ds005473,S 24,1.75,5.0,217001,73,76,Stimulus,1
sub-003,ds005473,S 44,4.0,10.0,220001,74,77,Stimulus,1
sub-003,ds005473,S 28,2.25,7.0,223001,75,78,Stimulus,1
sub-003,ds005473,S 38,3.25,8.0,226001,76,79,Stimulus,1
sub-003,ds005473,S 26,2.0,6.0,229001,77,80,Stimulus,1
sub-003,ds005473,S 44,4.0,10.0,232001,78,81,Stimulus,1
sub-003,ds005473,S 30,2.5,6.0,235001,79,82,Stimulus,1
sub-003,ds005473,S 40,3.5,9.0,238001,80,83,Stimulus,1
sub-003,ds005473,S 20,1.25,3.0,241001,81,84,Stimulus,1
sub-003,ds005473,S 36,3.0,7.0,244001,82,85,Stimulus,1
sub-003,ds005473,S 26,2.0,7.0,247001,83,86,Stimulus,1
sub-003,ds005473,S 30,2.5,8.0,250001,84,87,Stimulus,1
sub-003,ds005473,S 42,3.75,10.0,253001,85,88,Stimulus,1
sub-003,ds005473,S 24,1.75,3.0,256001,86,89,Stimulus,1
sub-003,ds005473,S 38,3.25,8.0,259001,87,90,Stimulus,1
sub-003,ds005473,S 28,2.25,6.0,262001,88,91,Stimulus,1
sub-003,ds005473,S 20,1.25,3.0,265001,89,92,Stimulus,1
sub-003,ds005473,S 38,3.25,9.0,268001,90,93,Stimulus,1
sub-003,ds005473,S 26,2.0,7.0,271001,91,94,Stimulus,1
sub-003,ds005473,S 40,3.5,10.0,274001,92,95,Stimulus,1
sub-003,ds005473,S 20,1.25,5.0,277001,93,96,Stimulus,1
sub-003,ds005473,S 38,3.25,7.0,280001,94,97,Stimulus,1
sub-003,ds005473,S 18,1.0,4.0,283001,95,98,Stimulus,1
sub-003,ds005473,S 42,3.75,10.0,286001,96,99,Stimulus,1
sub-003,ds005473,S 22,1.5,6.0,289001,97,100,Stimulus,1
sub-003,ds005473,S 34,2.75,8.0,292001,98,101,Stimulus,1
sub-003,ds005473,S 18,1.0,3.0,295001,99,102,Stimulus,1
sub-003,ds005473,S 44,4.0,10.0,298001,100,103,Stimulus,1
sub-003,ds005473,S 22,1.5,5.0,301001,101,104,Stimulus,1
sub-003,ds005473,S 36,3.0,8.0,304001,102,105,Stimulus,1
sub-003,ds005473,S 18,1.0,4.0,307001,103,106,Stimulus,1
sub-003,ds005473,S 34,2.75,9.0,310001,104,107,Stimulus,1
sub-003,ds005473,S 24,1.75,8.0,313001,105,108,Stimulus,1
sub-003,ds005473,S 28,2.25,6.0,316001,106,109,Stimulus,1
sub-003,ds005473,S 42,3.75,10.0,319001,107,110,Stimulus,1
sub-003,ds005473,S 20,1.25,2.0,322001,108,111,Stimulus,1
sub-003,ds005473,S 40,3.5,9.0,325001,109,112,Stimulus,1
